Itemset,Support
"59, 73",0.16370495383698996
"60, 84",0.14692742976273204
"60, 69",0.26422118534696715
"59, 82",0.1055296336741785
"60, 75",0.1675270525166286
"81, 40",0.11625136503524273
"81, 38",0.15625930705847316
"69, 47",0.21091035441278666
"76, 84",0.12225752010324631
"54, 18",0.12290280949071776
"84, 63",0.1194281743274099
"79, 36",0.1303980939144247
"81, 70",0.11754194381018565
"55, 63",0.1409709123399186
"81, 33",0.12583143055693438
"48, 47",0.20063536185843345
"76, 60",0.2290777325523677
"66, 38",0.1193785366822198
"81, 54",0.1857937059465899
"38, 55",0.11337238161421623
"76, 59",0.23076541248883153
"36, 63",0.11133723816142162
"62, 41",0.12940534101062245
"53, 55",0.12980244217214335
"55, 57",0.11232999106522387
"59, 84",0.1344683808200139
"76, 48",0.20599622753896554
"60, 47",0.21378933783381315
"51, 76",0.1719944405837387
"4, 63",0.14648069095602104
"62, 84",0.11873324729474834
"4, 76",0.15591184354214235
"55, 41",0.10458651841556636
"76, 40",0.10170753499453986
"54, 75",0.10905390648267646
"4, 51",0.1531817730566862
"79, 75",0.17507197458552567
"4, 48",0.1695125583242331
"59, 41",0.1385883053707932
"79, 63",0.2203911446440981
"62, 75",0.14856547205400575
"79, 82",0.1095999205797677
"51, 41",0.11674774148714386
"81, 84",0.1821701578477117
"4, 41",0.10974883351533803
"47, 18",0.14320460637347365
"79, 53",0.16901618187233197
"41, 63",0.10890499354710613
"69, 33",0.12905787749429168
"51, 38",0.12215824481286608
"54, 48",0.15720242231708528
"57, 18",0.10255137496277177
"51, 53",0.1421622158244813
"66, 81",0.1976571031470267
"79, 48",0.2547403951156557
"79, 51",0.2020748535689467
"59, 70",0.12076839074754293
"54, 47",0.13948178298421524
"69, 13",0.10642311128760051
"4, 81",0.19135312220788245
"48, 82",0.10289883847910256
"79, 41",0.14116946292067906
"51, 73",0.1279162116549191
"59, 60",0.26829147225255634
"69, 82",0.10657202422317086
"76, 73",0.13749627717661075
"60, 74",0.2384096098481088
"61, 18",0.10399086667328503
"66, 61",0.12032165194083193
"48, 75",0.14881366027995632
"48, 84",0.12320063536185843
"51, 75",0.1262781693636454
"36, 81",0.13744663953142064
"53, 74",0.13144048446341705
"59, 21",0.10905390648267646
"59, 53",0.17229226645487938
"66, 33",0.10443760547999603
"53, 47",0.1369006254343294
"4, 59",0.18152486846024024
"81, 58",0.1255336046857937
"51, 59",0.20788245805618982
"60, 63",0.2160230318673682
"59, 48",0.2388067110096297
"4, 47",0.13972997121016578
"48, 55",0.16901618187233197
"69, 74",0.20892484860518218
"76, 57",0.11853469671398789
"69, 18",0.18574406830139978
"36, 69",0.13590787253052716
"76, 69",0.22098679638637944
"79, 47",0.21939839174029585
"38, 62",0.13843939243522288
"66, 48",0.17795095800655217
"54, 62",0.15020351434527945
"59, 55",0.19140275985307256
"36, 48",0.12528541645984315
"48, 18",0.17293755584235085
"74, 41",0.11506006155068003
"51, 36",0.11506006155068003
"58, 62",0.10806115357887422
"61, 59",0.1348654819815348
"54, 69",0.1699592971309441
"36, 76",0.11471259803434924
"4, 38",0.11565571329296138
"36, 59",0.1343691055296337
"38, 75",0.10225354909163109
"59, 62",0.23101360071478208
"40, 69",0.12235679539362652
"81, 60",0.33192693338628015
"81, 74",0.2658592276382408
"60, 18",0.17720639332870047
"62, 21",0.10299811376948277
"76, 38",0.12975280452695323
"69, 70",0.11640027797081307
"66, 59",0.18882160230318673
"73, 63",0.12568251762136404
"38, 48",0.13218504914126875
"79, 55",0.18395711307455576
"51, 54",0.1430556934379033
"38, 53",0.10359376551176412
"54, 60",0.17169661471259803
"79, 59",0.2779211754194381
"66, 75",0.12032165194083193
"60, 57",0.12741983520301797
"81, 34",0.10205499851087065
"73, 48",0.16390350441775042
"74, 47",0.17680929216717958
"81, 69",0.2860617492306165
"73, 47",0.1483172838280552
"79, 58",0.12136404248982428
"66, 41",0.1083589794500149
"81, 62",0.25126575995234784
"66, 62",0.17958900029782587
"57, 63",0.10364340315695424
"62, 18",0.16777524074257918
"62, 47",0.17939044971706541
"81, 41",0.1531817730566862
"60, 33",0.1169462920679043
"4, 57",0.10394122902809491
"76, 74",0.1732353817134915
"53, 57",0.10215427380125087
"76, 55",0.15923756576987988
"51, 48",0.19289188920877592
"69, 84",0.12503722823389257
"51, 55",0.1531321354114961
"40, 62",0.11228035342003376
"74, 75",0.1272212846222575
"74, 84",0.10423905489923559
"59, 57",0.14156656408219995
"79, 60",0.30174724511069195
"59, 58",0.12488831529832224
"54, 59",0.1752705251662861
"53, 73",0.10617492306164995
"66, 51",0.16112379628710413
"81, 53",0.17755385684503128
"51, 18",0.1515437307654125
"66, 4",0.1455375756974089
"48, 63",0.190707832820411
"76, 41",0.1206194778119726
"63, 18",0.1459346768589298
"59, 40",0.11520897448625038
"53, 75",0.1063734736424104
"76, 63",0.17978755087858633
"76, 62",0.19691253846917503
"4, 79",0.18122704258909958
"69, 34",0.10220391144644098
"48, 33",0.11590390151891194
"4, 54",0.12161223071577484
"51, 33",0.12766802342896852
"38, 69",0.1471259803434925
"51, 62",0.1862404447533009
"54, 73",0.10647274893279063
"62, 48",0.21458354015685496
"76, 33",0.10682021244912142
"79, 13",0.10160825970415964
"54, 63",0.1327807008835501
"66, 74",0.13824084185446242
"36, 60",0.12439193884642112
"40, 48",0.10686985009431152
"69, 62",0.23558026407227242
"51, 40",0.1014593467685893
"53, 62",0.1524372083788345
"61, 60",0.12811476223567955
"66, 47",0.1422118534696714
"60, 55",0.17834805916807306
"69, 58",0.12320063536185843
"57, 47",0.1128760051623151
"62, 63",0.18921870346470762
"66, 57",0.10940136999900725
"84, 47",0.10220391144644098
"60, 40",0.10662166186836096
"38, 47",0.11208180283927331
"4, 73",0.11014593467685893
"79, 62",0.23399185942618883
"59, 63",0.2073860816042887
"63, 47",0.153975975379728
"79, 84",0.15248684602402462
"4, 60",0.1719944405837387
"81, 63",0.24794003772461035
"69, 55",0.18877196465799662
"60, 21",0.10394122902809491
"60, 58",0.11724411793904498
"66, 54",0.12379628710413978
"73, 74",0.17333465700387174
"38, 18",0.11094013699990073
"69, 57",0.14394917105132532
"73, 55",0.11664846619676363
"84, 75",0.1014593467685893
"66, 18",0.14246004169562196
"36, 62",0.12856150104239056
"59, 33",0.12801548694529932
"66, 69",0.1931400774347265
"69, 63",0.20584731460339523
"81, 75",0.201777027697806
"51, 63",0.15998213044773155
"79, 70",0.11520897448625038
"81, 82",0.11908071081107913
"79, 69",0.27201429564181473
"38, 74",0.10731658890102254
"58, 48",0.11332274396902611
"81, 73",0.19140275985307256
"54, 76",0.14687779211754196
"4, 62",0.16851980542043085
"76, 58",0.10399086667328503
"79, 76",0.2367715675568351
"38, 63",0.11848505906879778
"61, 55",0.10071478209073761
"66, 60",0.18207088255733148
"55, 18",0.1361064231112876
"36, 55",0.10562890896455872
"66, 55",0.1434527945994242
"69, 75",0.15958502928621066
"54, 53",0.11565571329296138
"59, 18",0.1812766802342897
"59, 47",0.21617194480293855
"62, 73",0.1421622158244813
"81, 59",0.29231609252457064
"81, 18",0.19825275488930805
"60, 62",0.227886429067805
"76, 75",0.14866474734438598
"69, 73",0.17110096297031668
"53, 63",0.1311922962374665
"66, 53",0.1276183857837784
"79, 40",0.11133723816142162
"51, 81",0.21205202025215925
"53, 18",0.1250868658790827
"79, 57",0.13466693140077435
"4, 61",0.10409014196366524
"61, 48",0.1303980939144247
"66, 73",0.11783976968132631
"51, 74",0.15218902015288394
"41, 47",0.11019557232204905
"4, 55",0.13466693140077435
"73, 18",0.11252854164598432
"79, 33",0.12017273900526158
"59, 13",0.10562890896455872
"69, 53",0.17611436513451803
"61, 76",0.1153082497766306
"4, 53",0.12573215526655415
"55, 75",0.11441477216320858
"79, 74",0.23304874416757668
"47, 75",0.13054700684999504
"61, 79",0.1328799761739303
"79, 18",0.18207088255733148
"51, 57",0.11962672490817036
"59, 75",0.1661868360964956
"48, 57",0.128760051623151
"60, 82",0.10418941725404547
"66, 79",0.18683609649558225
"59, 69",0.2669512558324233
"79, 81",0.33510374267844734
"60, 73",0.17958900029782587
"51, 47",0.16023031867368212
"74, 63",0.16027995631887224
"66, 76",0.16201727390052617
"60, 48",0.24947880472550382
"76, 47",0.18246798371885237
"51, 60",0.19616797379132334
"76, 18",0.15849300109202819
"4, 74",0.13387272907773254
"69, 21",0.1140673086468778
"74, 48, 63",0.10969919587014793
"81, 53, 55",0.11059267348356994
"66, 76, 59",0.1413680135014395
"60, 81, 54",0.14320460637347365
"79, 69, 73",0.13168867268936763
"81, 60, 79",0.2460538072073861
"69, 62, 48",0.17854660974883352
"51, 59, 55",0.13680135014394917
"66, 79, 53",0.10865680532115557
"51, 69, 62",0.16598828551573513
"4, 59, 74",0.10915318177305669
"81, 79, 51",0.1707038618087958
"81, 54, 55",0.10607564777126974
"61, 62, 81",0.10895463119229623
"79, 53, 18",0.10612528541645984
"51, 69, 33",0.1120321651940832
"51, 38, 48",0.10076441973592773
"4, 54, 69",0.10845825474039511
"69, 48, 33",0.10324630199543333
"66, 59, 48",0.1482676461828651
"79, 62, 47",0.1467288791819716
"79, 53, 48",0.12697309639630697
"73, 48, 47",0.1006651444455475
"60, 69, 75",0.1270723716866872
"4, 59, 18",0.12334954829742877
"76, 69, 62",0.16608756080611536
"76, 60, 73",0.10691948773950163
"81, 76, 79",0.20023826069691253
"4, 79, 75",0.10369304080214435
"36, 69, 62",0.11257817929117443
"69, 62, 18",0.14543830040702868
"76, 55, 63",0.1055792713193686
"4, 59, 66",0.12647671994440585
"81, 73, 74",0.12687382110592674
"4, 62, 18",0.1165491909063834
"59, 62, 74",0.13789337833813164
"60, 81, 76",0.19393427975776828
"81, 48, 47",0.1536285118633972
"51, 69, 38",0.11218107812965353
"81, 51, 47",0.13178794797974783
"59, 38, 62",0.12116549190906384
"4, 60, 53",0.10284920083391244
"69, 48, 74",0.14454482279360667
"81, 60, 63",0.18321254839670406
"79, 53, 69",0.1458354015685496
"60, 48, 75",0.11704556735828452
"69, 73, 47",0.11014593467685893
"51, 60, 75",0.1038915913829048
"59, 69, 48",0.19671398788841457
"76, 79, 74",0.13620569840166782
"69, 55, 18",0.1214136801350144
"48, 62, 55",0.13392236672292265
"59, 51, 69",0.18157450610543036
"79, 60, 41",0.11471259803434924
"54, 60, 63",0.1071676759654522
"4, 81, 48",0.14295641814752308
"66, 51, 69",0.1426089546311923
"81, 63, 47",0.13124193388265662
"59, 38, 69",0.12885932691353122
"66, 61, 81",0.1002184056388365
"81, 76, 63",0.15864191402759853
"51, 59, 33",0.11069194877395017
"4, 54, 59",0.10845825474039511
"76, 60, 75",0.11903107316588901
"60, 53, 63",0.1071676759654522
"4, 69, 62",0.14975677553856845
"59, 38, 4",0.10319666435024323
"54, 62, 55",0.10155862205896952
"69, 74, 18",0.11178397696813264
"79, 47, 75",0.1080115159336841
"59, 54, 69",0.14568648863297926
"60, 62, 53",0.1242926635560409
"4, 48, 66",0.11828650848803733
"66, 79, 75",0.10240246202720144
"76, 63, 18",0.1075647771269731
"76, 69, 54",0.1218604189417254
"4, 76, 55",0.10577782190012906
"81, 53, 74",0.11173433932294252
"79, 59, 75",0.14087163704953837
"60, 74, 47",0.12568251762136404
"79, 59, 69",0.21681723419041002
"76, 74, 48",0.12126476719944405
"51, 59, 41",0.10339521493100368
"79, 60, 69",0.21061252854164597
"79, 60, 75",0.13709917601508984
"53, 62, 47",0.10508289486746748
"79, 74, 75",0.1002184056388365
"54, 69, 55",0.10930209470862702
"51, 76, 18",0.11456368509877891
"54, 60, 69",0.1348654819815348
"59, 55, 18",0.12076839074754293
"59, 61, 60",0.10751513948178298
"59, 62, 53",0.1352625831430557
"66, 51, 76",0.11962672490817036
"62, 74, 63",0.10816042886925445
"81, 76, 48",0.17184552764816838
"51, 60, 33",0.1010622456070684
"79, 76, 47",0.14633177802045072
"79, 60, 48",0.1940335550481485
"69, 60, 38",0.1181872331976571
"79, 73, 47",0.10776332770773354
"79, 60, 51",0.1613223468678646
"59, 69, 41",0.12325027300704855
"81, 60, 47",0.17179589000297826
"54, 59, 63",0.11262781693636453
"4, 79, 74",0.10890499354710613
"51, 62, 47",0.12503722823389257
"60, 62, 73",0.11059267348356994
"76, 69, 18",0.1356596843045766
"81, 62, 79",0.19949369601906086
"66, 79, 51",0.1324332373672193
"81, 69, 75",0.14032562295244713
"79, 53, 81",0.14514047453588802
"66, 53, 48",0.10314702670505312
"79, 48, 47",0.15308249776630597
"79, 51, 18",0.12464012707237168
"66, 51, 53",0.10225354909163109
"76, 60, 79",0.184949865978358
"81, 60, 55",0.14935967437704756
"59, 81, 76",0.1959694232105629
"60, 62, 74",0.13551077136900624
"59, 57, 47",0.10081405738111784
"66, 79, 38",0.10180681028492009
"79, 54, 81",0.14722525563387273
"79, 62, 74",0.13794301598332176
"81, 59, 57",0.11967636255336046
"81, 69, 74",0.17050531122803533
"59, 69, 75",0.1348158443363447
"76, 54, 48",0.11322346867864588
"66, 76, 47",0.10786260299811377
"59, 69, 33",0.11501042390548992
"59, 51, 38",0.10940136999900725
"66, 60, 48",0.13754591482180084
"59, 38, 60",0.11868360964955822
"4, 53, 62",0.1063734736424104
"4, 51, 60",0.12394520003971012
"81, 76, 54",0.1254343293954135
"4, 76, 47",0.10816042886925445
"81, 69, 41",0.12538469175022338
"4, 60, 48",0.13139084681822694
"79, 62, 41",0.10830934180482478
"51, 63, 47",0.1018564479301102
"76, 60, 63",0.14082199940434825
"63, 48, 47",0.11332274396902611
"4, 81, 62",0.14499156160031768
"66, 51, 47",0.10518217015784771
"54, 62, 47",0.10175717263972997
"61, 59, 48",0.1088057182567259
"81, 84, 63",0.10642311128760051
"66, 76, 60",0.128760051623151
"66, 48, 47",0.11307455574307555
"53, 55, 69",0.11709520500347463
"66, 59, 75",0.10508289486746748
"81, 55, 63",0.12121512955425395
"79, 48, 51",0.15506800357391046
"61, 62, 48",0.10409014196366524
"54, 59, 47",0.11798868261689666
"59, 75, 18",0.102650650253152
"66, 36, 79",0.11014593467685893
"69, 18, 47",0.12156259307058473
"59, 76, 53",0.1291075151394818
"66, 81, 55",0.12047056487640226
"79, 74, 55",0.1112379628710414
"79, 62, 57",0.1092028194182468
"59, 63, 75",0.11674774148714386
"66, 69, 47",0.12280353420033753
"59, 61, 69",0.11759158145537575
"66, 81, 38",0.10468579370594659
"66, 79, 63",0.12642708229921573
"66, 79, 74",0.10989774645090837
"51, 38, 62",0.10518217015784771
"69, 62, 33",0.10736622654621265
"79, 60, 36",0.10463615606075648
"81, 54, 69",0.14042489824282736
"4, 81, 55",0.11595353916410206
"79, 53, 62",0.128760051623151
"69, 73, 74",0.11168470167775241
"53, 48, 63",0.10081405738111784
"76, 48, 75",0.11064231112876005
"47, 60, 75",0.10289883847910256
"4, 76, 79",0.13357490320659188
"79, 60, 61",0.10696912538469175
"69, 48, 47",0.15457162712200934
"47, 62, 18",0.1108408617095205
"81, 59, 41",0.12181078129653529
"59, 55, 69",0.16415169264370097
"76, 60, 69",0.17422813461729375
"79, 59, 58",0.10200536086568053
"81, 60, 75",0.14717561798868262
"60, 57, 69",0.11431549687282835
"81, 62, 18",0.14320460637347365
"51, 59, 74",0.12434230120123102
"81, 59, 62",0.19646579966246402
"76, 60, 74",0.133177802045071
"74, 48, 47",0.11461332274396903
"76, 48, 63",0.1307951950759456
"60, 63, 47",0.12171150600615507
"4, 66, 18",0.10394122902809491
"51, 59, 47",0.139829246500546
"81, 59, 33",0.10994738409609849
"60, 48, 55",0.13188722327012806
"76, 55, 47",0.11193288990370297
"60, 74, 48",0.14737416856944308
"76, 74, 47",0.1075647771269731
"59, 74, 63",0.11803832026208677
"79, 62, 63",0.15392633773453787
"60, 73, 47",0.10741586419140275
"4, 69, 48",0.14484264866474733
"60, 74, 53",0.10453688077037625
"66, 62, 55",0.12181078129653529
"66, 81, 51",0.13551077136900624
"4, 51, 69",0.13948178298421524
"81, 79, 57",0.11565571329296138
"66, 81, 48",0.14563685098778914
"59, 69, 47",0.17383103345577286
"59, 48, 33",0.10294847612429267
"62, 55, 18",0.113273106323836
"76, 69, 63",0.14330388166385385
"79, 76, 41",0.10245209967239154
"66, 60, 62",0.14116946292067906
"59, 53, 47",0.11828650848803733
"4, 53, 48",0.10289883847910256
"4, 76, 69",0.13695026307951952
"59, 62, 41",0.11113868758066117
"81, 18, 47",0.11962672490817036
"4, 62, 48",0.13561004665938647
"79, 62, 75",0.1246897647175618
"63, 48, 75",0.10260101260796188
"60, 53, 47",0.10935173235381714
"76, 53, 48",0.11342201925940633
"66, 81, 47",0.11783976968132631
"4, 51, 62",0.12727092226744763
"69, 48, 63",0.1507495284423707
"51, 76, 54",0.10602601012607962
"66, 59, 18",0.12210860716767596
"81, 62, 73",0.11674774148714386
"76, 38, 48",0.10304775141467289
"60, 74, 63",0.12146331778020451
"4, 51, 63",0.10741586419140275
"61, 69, 79",0.11242926635560409
"79, 63, 75",0.11793904497170654
"59, 48, 55",0.14578576392335948
"69, 75, 47",0.10543035838379827
"76, 53, 79",0.12300208478109799
"76, 48, 51",0.13784374069294153
"51, 60, 47",0.12607961878288493
"81, 79, 48",0.20564876402263477
"79, 81, 63",0.1890201528839472
"4, 59, 63",0.12563287997617392
"79, 53, 51",0.11997418842450114
"66, 81, 79",0.15844336344683807
"81, 59, 75",0.14816837089248486
"51, 62, 63",0.1259307058473146
"76, 59, 69",0.1878784870445746
"51, 69, 55",0.138042291273702
"81, 62, 75",0.13312816439988087
"59, 55, 57",0.10344485257619379
"51, 69, 74",0.12662563287997616
"79, 60, 55",0.1479201826665343
"79, 73, 51",0.1018564479301102
"76, 69, 55",0.13898540653231412
"81, 60, 74",0.18619080710811078
"76, 59, 62",0.16876799364638143
"4, 51, 81",0.13352526556140176
"79, 69, 57",0.12121512955425395
"66, 69, 48",0.149558224957808
"76, 59, 41",0.10607564777126974
"66, 69, 53",0.11669810384195374
"79, 69, 47",0.16782487838776927
"61, 60, 48",0.10061550680035738
"76, 59, 63",0.14861510969919586
"66, 55, 4",0.10289883847910256
"4, 59, 48",0.14439590985803633
"54, 69, 47",0.1145140474535888
"66, 74, 48",0.1051325325126576
"4, 51, 59",0.13580859724014693
"59, 74, 18",0.10950064528938747
"59, 48, 41",0.10865680532115557
"60, 33, 69",0.10394122902809491
"79, 62, 36",0.10528144544822794
"66, 59, 74",0.11198252754889308
"79, 53, 74",0.10428869254442569
"81, 60, 57",0.1092028194182468
"69, 62, 47",0.15179191899136305
"81, 38, 62",0.12136404248982428
"69, 63, 18",0.12320063536185843
"81, 73, 48",0.12146331778020451
"51, 73, 81",0.10498361957708727
"79, 59, 63",0.1711506006155068
"66, 69, 63",0.1295542539461928
"69, 62, 57",0.11848505906879778
"81, 59, 55",0.15913829047949965
"79, 47, 63",0.1255336046857937
"76, 59, 79",0.18936761640027797
"81, 55, 47",0.12305172242628809
"4, 79, 60",0.1458850392137397
"60, 69, 63",0.16127270922267448
"4, 69, 66",0.12945497865581257
"59, 73, 62",0.11476223567953936
"66, 81, 18",0.12121512955425395
"4, 69, 18",0.1262781693636454
"60, 69, 41",0.11679737913233396
"79, 59, 51",0.1720440782289288
"4, 81, 74",0.11381912042092723
"4, 59, 75",0.10508289486746748
"79, 59, 48",0.19408319269333862
"81, 55, 51",0.12975280452695323
"81, 59, 47",0.17462523577881464
"48, 62, 74",0.12657599523478605
"48, 81, 55",0.138489030080413
"81, 54, 51",0.1206194778119726
"81, 54, 48",0.1284125881068202
"66, 79, 54",0.10384195373771468
"60, 55, 18",0.10845825474039511
"69, 62, 55",0.15109699195870147
"69, 75, 18",0.10061550680035738
"51, 53, 81",0.12275389655514743
"66, 51, 60",0.12801548694529932
"59, 58, 69",0.10602601012607962
"81, 53, 48",0.12806512459048944
"66, 69, 75",0.10314702670505312
"81, 60, 53",0.14072272411396802
"81, 62, 63",0.16276183857837784
"81, 62, 48",0.1771567556835104
"53, 74, 69",0.10865680532115557
"59, 74, 47",0.12682418346073662
"63, 62, 75",0.10701876302988186
"76, 53, 62",0.1149111486151097
"61, 69, 62",0.1120321651940832
"51, 76, 47",0.11883252258512857
"51, 60, 48",0.1499553261193289
"79, 73, 81",0.13883649359674377
"81, 53, 47",0.11376948277573712
"59, 53, 63",0.1149607862602998
"76, 59, 75",0.12617889407326516
"4, 69, 60",0.1466792415367815
"54, 60, 55",0.10121115854263874
"66, 79, 18",0.11625136503524273
"81, 69, 57",0.1214136801350144
"4, 51, 79",0.12980244217214335
"59, 53, 18",0.11098977464509084
"4, 79, 48",0.13943214533902512
"79, 59, 41",0.11868360964955822
"60, 51, 69",0.16678248783877692
"81, 74, 63",0.13402164201330288
"60, 69, 48",0.18430457659088653
"51, 59, 75",0.11198252754889308
"79, 38, 63",0.10081405738111784
"79, 54, 62",0.12518614116946292
"76, 69, 47",0.1458850392137397
"59, 48, 75",0.12320063536185843
"59, 60, 75",0.13387272907773254
"79, 48, 36",0.10195572322049042
"81, 59, 63",0.1789437109103544
"4, 59, 53",0.11347165690459644
"60, 62, 38",0.11223071577484364
"59, 60, 33",0.10438796783480592
"81, 63, 18",0.12732055991263774
"81, 62, 57",0.11014593467685893
"66, 81, 63",0.13228432443164898
"4, 69, 63",0.12602998113769484
"51, 69, 47",0.13943214533902512
"59, 55, 75",0.10195572322049042
"66, 60, 4",0.11540752506701082
"51, 48, 63",0.12409411297528045
"79, 59, 33",0.10806115357887422
"66, 79, 69",0.1565074952844237
"81, 48, 84",0.10672093715874119
"4, 60, 18",0.1124789040007942
"76, 59, 73",0.1108408617095205
"81, 69, 55",0.15556438002581158
"81, 75, 18",0.10731658890102254
"51, 69, 53",0.1295542539461928
"79, 73, 62",0.11198252754889308
"51, 76, 63",0.11595353916410206
"4, 60, 74",0.10523180780303783
"59, 55, 63",0.123448823587809
"66, 81, 75",0.10776332770773354
"51, 60, 55",0.12255534597438697
"79, 59, 81",0.23240345478010524
"4, 59, 47",0.12280353420033753
"61, 69, 81",0.11590390151891194
"59, 38, 66",0.10518217015784771
"59, 81, 54",0.14727489327906285
"81, 62, 55",0.14360170753499454
"69, 62, 41",0.11510969919587015
"47, 79, 18",0.11635064032562295
"61, 60, 62",0.10195572322049042
"51, 53, 48",0.11386875806611735
"76, 63, 75",0.10567854660974883
"79, 69, 33",0.10726695125583242
"36, 60, 62",0.10046659386478705
"60, 55, 53",0.10508289486746748
"66, 62, 74",0.10478506899632681
"48, 61, 81",0.10811079122406433
"79, 38, 51",0.10458651841556636
"59, 74, 69",0.15740097289784571
"66, 62, 63",0.12454085178199147
"66, 60, 53",0.10443760547999603
"79, 60, 18",0.1438498957609451
"62, 74, 55",0.1019060855753003
"81, 76, 18",0.1381912042092723
"81, 60, 51",0.1649955326119329
"76, 53, 51",0.10811079122406433
"66, 36, 62",0.11098977464509084
"69, 73, 48",0.12191005658691552
"81, 60, 38",0.12325027300704855
"79, 38, 76",0.1112379628710414
"60, 55, 47",0.1194281743274099
"76, 48, 55",0.12454085178199147
"79, 54, 76",0.123448823587809
"54, 69, 63",0.1100466593864787
"51, 62, 33",0.10175717263972997
"79, 54, 47",0.11292564280750521
"38, 62, 69",0.12354809887818922
"59, 38, 55",0.10195572322049042
"4, 54, 62",0.10081405738111784
"66, 76, 18",0.10870644296634567
"4, 48, 63",0.113719845130547
"4, 79, 62",0.14077236175915814
"60, 73, 74",0.11883252258512857
"69, 53, 63",0.11610245209967239
"76, 69, 75",0.118584334359178
"60, 48, 47",0.1462325027300705
"51, 48, 55",0.12359773652337933
"51, 59, 36",0.10250173731758165
"51, 59, 18",0.13193686091531817
"4, 79, 53",0.10870644296634567
"36, 59, 48",0.1071180383202621
"76, 69, 57",0.10830934180482478
"60, 79, 54",0.13968033356497567
"51, 69, 54",0.12389556239452
"4, 51, 55",0.10781296535292366
"51, 74, 48",0.11620172739005262
"79, 76, 73",0.10905390648267646
"79, 69, 75",0.13422019259406334
"4, 69, 74",0.1120321651940832
"76, 53, 47",0.10210463615606076
"66, 59, 69",0.16410205499851088
"62, 48, 63",0.14082199940434825
"60, 48, 53",0.12225752010324631
"79, 60, 74",0.16990965948575398
"69, 48, 55",0.14494192395512756
"66, 62, 4",0.1222078824580562
"59, 69, 18",0.15660677057480393
"51, 62, 18",0.12414375062047056
"81, 53, 62",0.13149012210860717
"4, 81, 47",0.11828650848803733
"76, 69, 41",0.10667129951355107
"66, 51, 62",0.1324828750124094
"79, 59, 47",0.17343393229425197
"79, 73, 48",0.11888216023031867
"79, 60, 73",0.13208577385088852
"66, 69, 55",0.128760051623151
"4, 62, 74",0.10076441973592773
"79, 74, 47",0.1291571527846719
"76, 62, 18",0.12434230120123102
"51, 60, 62",0.14846619676362555
"81, 69, 79",0.22381614216221582
"76, 62, 47",0.13109302094708628
"60, 62, 48",0.16519408319269333
"51, 69, 18",0.1348654819815348
"66, 76, 62",0.13099374565670605
"4, 81, 60",0.14906184850590687
"81, 69, 53",0.1487640226347662
"4, 51, 18",0.10890499354710613
"81, 60, 69",0.21627122009331878
"79, 60, 62",0.18554551772063932
"81, 69, 48",0.19537377146828155
"79, 53, 63",0.11098977464509084
"79, 76, 75",0.1255832423309838
"69, 53, 47",0.11878288493993845
"66, 59, 63",0.12895860220391145
"81, 55, 75",0.10180681028492009
