Rule,Confidence
73 => 59,0.575567190226876
60 => 84,0.3206239168110918
84 => 60,0.6437581557198782
60 => 69,0.5765814558058926
69 => 60,0.7049397430803868
82 => 59,0.667923342758404
60 => 75,0.36557625649913345
75 => 60,0.679484598349104
40 => 81,0.8409335727109516
38 => 81,0.8376796168174561
69 => 47,0.5627069262349358
47 => 69,0.6292950236966824
76 => 84,0.36788648244958927
84 => 76,0.535667681600696
54 => 18,0.5008090614886731
18 => 54,0.48021722265321953
84 => 63,0.5232709873858199
63 => 84,0.3809373020899303
36 => 79,0.7583718244803694
70 => 81,0.7991900101248736
55 => 63,0.5762987012987013
63 => 55,0.4496516782773907
33 => 81,0.8257328990228013
48 => 47,0.49298694962800343
47 => 48,0.5986374407582938
76 => 60,0.6893203883495145
60 => 76,0.4998916811091854
66 => 38,0.4739850216791486
38 => 66,0.6399680681213411
81 => 54,0.3323270886975051
54 => 81,0.75707928802589
38 => 55,0.6077700904736562
55 => 38,0.46347402597402604
76 => 59,0.6943988050784167
59 => 76,0.6192061800745872
36 => 63,0.6475173210161662
63 => 36,0.3551298290056998
62 => 41,0.40613802773017604
41 => 62,0.6855114383381541
53 => 55,0.5885662840423137
55 => 53,0.5306412337662337
55 => 57,0.4592126623376624
57 => 55,0.668142899320933
59 => 84,0.36081513052743736
84 => 59,0.5891692040017398
76 => 48,0.6198655713218819
48 => 76,0.5061592877180143
60 => 47,0.46652946273830154
47 => 60,0.6378850710900473
51 => 76,0.6441717791411042
76 => 51,0.5175504107542942
4 => 63,0.6054575297496922
63 => 4,0.4672260924635845
62 => 84,0.37264371397413926
84 => 62,0.5202261852979556
4 => 76,0.6444398851046369
76 => 4,0.46915608663181474
55 => 41,0.4275568181818182
41 => 55,0.5540362871417303
76 => 40,0.3060492905153099
40 => 76,0.7357271095152603
54 => 75,0.44437702265372164
75 => 54,0.4423193074290316
4 => 51,0.6331555190808372
51 => 4,0.5737125859825247
79 => 75,0.38622426631625056
75 => 79,0.7100865713710489
4 => 48,0.7006565449322938
48 => 4,0.4165142090498841
59 => 41,0.37187000532765047
41 => 59,0.7341572442808308
79 => 63,0.48620236530880423
63 => 79,0.7029765674477517
62 => 75,0.46627200498520016
75 => 62,0.6025770082544795
82 => 79,0.6936852026390198
51 => 41,0.43725599553820416
41 => 51,0.6184591112279779
81 => 84,0.3258456894255527
84 => 81,0.7981731187472814
4 => 41,0.4536315141567501
41 => 4,0.5813831185905863
47 => 18,0.42728080568720384
18 => 47,0.5595422808378588
79 => 53,0.3728646517739816
53 => 79,0.7663740715732613
41 => 63,0.5769129634499081
63 => 41,0.3473717542748575
69 => 33,0.34432525493312144
33 => 69,0.8469055374592834
51 => 38,0.4575199851273471
38 => 51,0.6548696114954763
54 => 48,0.640574433656958
48 => 54,0.3862666178802293
57 => 18,0.6099793327428402
18 => 57,0.40069821567106284
51 => 53,0.5324409741587657
53 => 51,0.6446094980868783
66 => 81,0.7847851793456838
81 => 66,0.3535470123412945
79 => 48,0.5619798510731494
48 => 79,0.6259299914623735
79 => 51,0.44579500657030224
51 => 79,0.7568321249302845
59 => 70,0.3240543420351625
70 => 59,0.8211272359095512
54 => 47,0.5683656957928803
47 => 54,0.4161729857819905
13 => 69,0.8833951380304903
4 => 81,0.7909314731226919
81 => 4,0.3422711533339252
82 => 48,0.6512723845428842
79 => 41,0.3114323258869908
41 => 79,0.7478306600052591
51 => 73,0.47908533184606805
73 => 51,0.44973821989528795
59 => 60,0.7198987746403835
60 => 59,0.5854636048526863
82 => 69,0.6745208922400252
76 => 73,0.41374159820761763
73 => 76,0.48342059336823734
60 => 74,0.5202556325823223
74 => 60,0.556353527163211
61 => 18,0.5858501118568233
18 => 61,0.40632273079906905
66 => 61,0.4777296018919984
61 => 66,0.6778523489932886
48 => 75,0.36565434809123065
75 => 48,0.6035836521038856
48 => 84,0.3027198438834004
84 => 48,0.5397999130056547
51 => 75,0.47295036252091466
75 => 51,0.5121803905778135
36 => 81,0.799364896073903
53 => 74,0.5959936979518343
74 => 53,0.30672998957488706
21 => 59,0.7725035161744022
59 => 53,0.46230687266915294
53 => 59,0.7812288993923026
66 => 33,0.4146629877808435
33 => 66,0.685342019543974
53 => 47,0.620751744316903
47 => 53,0.4084715639810427
4 => 59,0.7503077554370128
59 => 4,0.4870804475226425
58 => 81,0.7533512064343162
51 => 59,0.7785833798103737
59 => 51,0.5578050079914758
60 => 63,0.4714038128249567
63 => 60,0.6890436985433819
59 => 48,0.6407831646244007
48 => 59,0.5867788754726186
4 => 47,0.5775543701272056
47 => 4,0.4169135071090047
48 => 55,0.41529454811562383
55 => 48,0.6909496753246753
69 => 74,0.55740961462058
74 => 69,0.48754778176763586
76 => 57,0.3566840926064227
57 => 76,0.7050487156775908
69 => 18,0.49556350152297707
18 => 69,0.7257564003103181
36 => 69,0.7904157043879908
69 => 36,0.3626009800026487
76 => 69,0.6649738610903659
69 => 76,0.5895907826777911
79 => 47,0.48401226456416996
47 => 79,0.6546208530805687
38 => 62,0.7421500798296966
62 => 38,0.4344913537934258
66 => 48,0.7065431612140323
48 => 66,0.4372484449323088
54 => 62,0.6120550161812297
62 => 54,0.4714129926779872
59 => 55,0.5135855087906233
55 => 59,0.7824675324675324
36 => 48,0.7286374133949192
48 => 36,0.3078424198072936
48 => 18,0.4249298694962801
18 => 48,0.6757176105508146
41 => 74,0.6095188009466211
51 => 36,0.4309351180516825
36 => 51,0.6691685912240184
58 => 62,0.6484956806672624
62 => 58,0.33914940021810247
61 => 59,0.7597874720357942
59 => 61,0.3618806606286628
54 => 69,0.6925566343042071
69 => 54,0.45344987418884913
36 => 76,0.6671478060046189
76 => 36,0.34518297236743833
4 => 38,0.478046778826426
38 => 4,0.620010643959553
36 => 59,0.7814665127020786
59 => 36,0.3605487480021311
38 => 75,0.5481639169771154
75 => 38,0.41473726595530497
59 => 62,0.6198721363878529
62 => 59,0.7250350521888144
40 => 69,0.8850987432675045
69 => 40,0.3264468282346709
81 => 60,0.5937139305691201
60 => 81,0.7243284228769498
81 => 74,0.47553937672023433
74 => 81,0.6204100544422565
60 => 18,0.3866984402079722
18 => 60,0.6923972071373157
62 => 21,0.32325907462221526
21 => 62,0.7296061884669479
76 => 38,0.39044062733383117
38 => 76,0.6955827567855241
69 => 70,0.31055489339160375
70 => 69,0.7914276071549106
66 => 59,0.7497043752463539
59 => 66,0.5066595631326585
73 => 63,0.44188481675392666
63 => 73,0.4008866371120962
38 => 48,0.7086216072378925
48 => 38,0.32479570679351144
79 => 55,0.4058256679807271
55 => 79,0.7520292207792209
51 => 54,0.5357873210633947
54 => 51,0.5829288025889967
38 => 53,0.5553485896753592
53 => 38,0.4697276614899843
54 => 60,0.6996359223300971
60 => 54,0.3746750433275563
79 => 59,0.6131187034603592
59 => 79,0.7457378795950986
66 => 75,0.4777296018919984
75 => 66,0.48802093819206765
57 => 60,0.7578978447003247
34 => 81,0.8453947368421053
73 => 48,0.5762652705061082
48 => 73,0.402732040492743
74 => 47,0.41260280319703463
47 => 74,0.5275473933649288
81 => 69,0.511675397318654
69 => 81,0.7632101708382996
73 => 47,0.5214659685863874
47 => 73,0.4425355450236967
58 => 79,0.7283288650580876
66 => 41,0.43023255813953487
41 => 66,0.5740205101235867
81 => 62,0.4494362070496315
62 => 81,0.7885963545723632
66 => 62,0.7130469057942451
62 => 66,0.5636391961364698
57 => 63,0.6164747564216121
63 => 57,0.3305889803673211
62 => 18,0.5265617697460664
18 => 62,0.6555469356089992
62 => 47,0.5630160461131016
47 => 62,0.5352488151658767
41 => 81,0.8114646331843283
33 => 60,0.7674267100977199
4 => 57,0.42962659006975795
57 => 4,0.6182462356067316
76 => 74,0.5212845407020164
74 => 76,0.40426271284605586
53 => 57,0.4632005401755571
57 => 53,0.6076173604960142
76 => 55,0.4791635548917102
55 => 76,0.650974025974026
51 => 48,0.7224391150771519
48 => 51,0.4739602390535431
69 => 84,0.33359819891405107
84 => 69,0.547846889952153
51 => 55,0.5735266778211564
55 => 51,0.6260146103896105
40 => 62,0.8122082585278277
62 => 40,0.35239133821467516
75 => 74,0.5160056372055566
84 => 74,0.45672031317964334
59 => 57,0.3798614810868407
57 => 59,0.8420431059935046
79 => 60,0.6656811213315812
60 => 79,0.6584705372616985
59 => 58,0.3351092168353756
58 => 59,0.7494787012213285
54 => 59,0.7141990291262136
59 => 54,0.47029834842834306
53 => 73,0.4814314652261985
73 => 53,0.3732984293193717
66 => 51,0.6397319668900275
51 => 66,0.60345789180145
81 => 53,0.3175885643256681
53 => 81,0.8050866531622778
51 => 18,0.5675776166573713
18 => 51,0.5921256788207914
66 => 4,0.5778478517934568
4 => 66,0.6015592942141978
48 => 63,0.46859373094279794
63 => 48,0.6082963901203293
76 => 41,0.36295743091859595
41 => 76,0.6389692348146201
63 => 18,0.46548448385053826
18 => 63,0.5702094647013188
59 => 40,0.30913692061800746
40 => 59,0.8333931777378816
53 => 75,0.4823317578212919
75 => 53,0.4314475538554459
76 => 63,0.5410007468259895
63 => 76,0.5734642178594047
76 => 62,0.5925317401045557
62 => 76,0.6180090356753388
4 => 79,0.7490767336889619
79 => 4,0.39980289093298294
34 => 69,0.8466282894736842
33 => 48,0.760586319218241
4 => 54,0.5026672137874436
54 => 4,0.4955501618122977
51 => 33,0.4781557910392266
33 => 51,0.8377850162866449
38 => 69,0.788717402873869
69 => 38,0.39253079062375845
51 => 62,0.6975274214538019
62 => 51,0.584514721919302
54 => 73,0.4338592233009709
73 => 54,0.3743455497382199
62 => 48,0.673469387755102
48 => 62,0.5272594218807172
76 => 33,0.3214339058999253
33 => 76,0.7009771986970684
13 => 79,0.8434281005356408
54 => 63,0.5410598705501618
63 => 54,0.42352754908169726
66 => 74,0.5488766259361451
74 => 66,0.3225993281593884
36 => 60,0.7234411085450345
40 => 48,0.7730700179533213
69 => 62,0.6285260230433055
62 => 69,0.7393675027262814
51 => 40,0.37999628183677264
40 => 51,0.7339317773788151
53 => 62,0.691199639882962
62 => 53,0.47842343044087865
61 => 60,0.7217561521252797
66 => 47,0.5646432794639338
47 => 66,0.424318720379147
60 => 55,0.38918977469670707
55 => 60,0.729099025974026
69 => 58,0.3286981856707721
58 => 69,0.7393506106642835
57 => 47,0.6713906111603188
47 => 57,0.33678909952606634
62 => 63,0.5938619722698238
63 => 62,0.603546548448385
66 => 57,0.4343713046905794
57 => 66,0.6507233540005904
84 => 47,0.4478033927794693
47 => 84,0.30494668246445494
40 => 60,0.7712746858168761
38 => 47,0.6008515167642363
47 => 38,0.33441943127962087
4 => 73,0.45527287648748466
73 => 4,0.38726003490401395
79 => 62,0.5162067455102934
62 => 79,0.7343823025393363
59 => 63,0.556473095364944
63 => 59,0.6614946168461051
63 => 47,0.49113362887903733
47 => 63,0.45941943127962087
79 => 84,0.3363994743758213
84 => 79,0.6681165724227925
4 => 60,0.7109150594993845
60 => 4,0.37532495667244364
81 => 63,0.44348752552605875
63 => 81,0.7908486383787207
69 => 55,0.5036419017348696
55 => 69,0.7717126623376623
21 => 60,0.7362869198312236
58 => 60,0.7036044086982425
66 => 54,0.4915254237288135
54 => 66,0.5044498381877023
73 => 74,0.6094240837696334
74 => 73,0.40449438202247195
38 => 18,0.5947312400212879
18 => 38,0.4334755624515128
69 => 57,0.3840550920407893
57 => 69,0.8562149394744611
73 => 55,0.4101221640488656
55 => 73,0.47686688311688313
84 => 75,0.44454110482818615
75 => 84,0.41151600563720553
66 => 18,0.5656286953094205
18 => 66,0.5566330488750969
36 => 62,0.7476905311778291
62 => 36,0.4034896401308615
59 => 33,0.34350026638252534
33 => 59,0.8400651465798046
66 => 69,0.7668506109578241
69 => 66,0.5152959872864521
69 => 63,0.5491987816183287
63 => 69,0.6565864471184294
81 => 75,0.360916274527213
75 => 81,0.8184014495671431
51 => 63,0.5991820040899796
63 => 51,0.5102913236225458
70 => 79,0.7833277084036451
82 => 81,0.7536914860194786
79 => 69,0.6000876040297853
69 => 79,0.7257316911667329
38 => 74,0.5753060138371474
58 => 48,0.680071492403932
81 => 73,0.3423599396253218
73 => 81,0.6729493891797556
54 => 76,0.5985032362459547
76 => 54,0.4419716206123973
4 => 62,0.6965531391054576
62 => 4,0.5288985823336968
76 => 58,0.31292008961911877
58 => 76,0.624069109323801
79 => 76,0.5223390275952693
76 => 79,0.712471994025392
38 => 63,0.6351782863225119
63 => 38,0.3779290690310323
61 => 55,0.5673937360178971
55 => 61,0.4117288961038961
66 => 60,0.722901064249113
60 => 66,0.39731369150779894
55 => 18,0.5564123376623377
18 => 55,0.5318076027928627
36 => 55,0.6143187066974595
55 => 36,0.4318181818181818
66 => 55,0.5695703586913677
55 => 66,0.5864448051948052
69 => 75,0.4257714210038405
75 => 69,0.6472719951681095
54 => 53,0.47127831715210355
53 => 54,0.5244204366419086
59 => 18,0.4864144912093767
18 => 59,0.7083010085337471
59 => 47,0.5800479488545551
47 => 59,0.6449940758293838
62 => 73,0.4461754167315781
73 => 62,0.49982547993019194
81 => 59,0.5228624700346266
59 => 81,0.7843633457645178
81 => 18,0.3546124478380538
18 => 81,0.7746314972847168
60 => 62,0.49729202772963604
62 => 60,0.7152204393207664
76 => 75,0.44734876773711724
75 => 76,0.602979665794242
69 => 73,0.4564958283671037
73 => 69,0.6015706806282721
53 => 63,0.5948683322079676
63 => 53,0.4184610512982901
66 => 53,0.5067008277493101
53 => 66,0.5786630654962862
40 => 79,0.8053859964093357
51 => 81,0.7941996653653096
81 => 51,0.37929503684631094
53 => 18,0.5671843349088453
18 => 53,0.4887509697439875
57 => 79,0.8010038382049011
4 => 61,0.43024210094378335
61 => 4,0.5864093959731543
61 => 48,0.7346196868008948
48 => 61,0.3204049274301744
66 => 73,0.4678754434371304
73 => 66,0.41431064572425824
51 => 74,0.5699944227551589
74 => 51,0.35514884744584735
41 => 47,0.5837496713121221
47 => 41,0.3287914691943128
4 => 55,0.5566270004103406
55 => 4,0.5505275974025974
73 => 18,0.39563699825479925
18 => 73,0.43968192397207134
33 => 79,0.7885993485342019
13 => 59,0.876802637000412
69 => 53,0.4698715401933519
53 => 69,0.7985595318478507
61 => 76,0.6496085011185682
76 => 61,0.34697535474234503
4 => 53,0.5196963479688141
53 => 4,0.5701102858428989
55 => 75,0.46773538961038963
75 => 55,0.46406281457620296
79 => 74,0.5141261498028908
74 => 79,0.5438433916367428
47 => 75,0.38951421800947866
75 => 47,0.5294946647875981
61 => 79,0.7486017897091722
79 => 18,0.401664476565922
18 => 79,0.7114041892940264
51 => 57,0.44803866889756466
57 => 51,0.7115441393563626
59 => 75,0.44592434736281306
75 => 59,0.6740487215623113
48 => 57,0.3163800463471155
57 => 48,0.7658695010333628
82 => 60,0.659440779139177
66 => 79,0.7418210484824596
79 => 66,0.4121769601401664
59 => 69,0.716302610548748
69 => 59,0.7122235465501258
79 => 81,0.7392685063512922
81 => 79,0.599396253218503
60 => 73,0.3918977469670711
73 => 60,0.6314136125654449
51 => 47,0.600111544896821
47 => 51,0.47808056872037913
74 => 63,0.3740298853237577
63 => 74,0.5112412919569348
66 => 76,0.6432794639337801
76 => 66,0.48752800597460794
60 => 48,0.5444107452339688
48 => 60,0.6130015855592146
76 => 47,0.5490664675130694
47 => 76,0.544431279620853
51 => 60,0.7347090537274586
60 => 51,0.42807625649913345
76 => 18,0.4769230769230769
18 => 76,0.619278510473235
4 => 74,0.5533442757488716
74 => 4,0.31240588439708095
69 => 21,0.3043305522447358
21 => 69,0.8080168776371307
"63 => 48, 74",0.3499050031665611
"48, 74 => 63",0.5223351453557079
"74, 63 => 48",0.6844224218024156
"48, 63 => 74",0.5752212389380531
"53 => 81, 55",0.5014629754670268
"55 => 81, 53",0.45211038961038963
"81, 53 => 55",0.6228683254123567
"81, 55 => 53",0.5796045785639958
"53, 55 => 81",0.8520076481835565
"66 => 76, 59",0.5612928655892786
"76 => 66, 59",0.4253920836445108
"59 => 66, 76",0.37932871603622803
"66, 76 => 59",0.872549019607843
"66, 59 => 76",0.7486855941114616
"76, 59 => 66",0.6126048612604861
"60 => 81, 54",0.3125
"54 => 81, 60",0.5835355987055016
"81, 60 => 54",0.43143412591595637
"54, 60 => 81",0.8340560855738653
"81, 54 => 60",0.7707721079348117
"69 => 79, 73",0.3513441928221428
"73 => 79, 69",0.4630017452006981
"79, 69 => 73",0.4841240875912409
"79, 73 => 69",0.7469031531531533
"69, 73 => 79",0.7696547722657384
"81 => 79, 60",0.4401136464529877
"60 => 81, 79",0.5369367417677643
"79 => 81, 60",0.5428164695575997
"81, 60 => 79",0.7412890683415583
"81, 79 => 60",0.7342615908754259
"79, 60 => 81",0.8154301694357625
"69 => 62, 48",0.4763607469209376
"62 => 69, 48",0.5603676585137872
"48 => 69, 62",0.4387120380534212
"69, 62 => 48",0.7579013906447535
"69, 48 => 62",0.7328850855745721
"62, 48 => 69",0.83206106870229
"51 => 59, 55",0.5123628927309909
"59 => 51, 55",0.36707511987213637
"55 => 51, 59",0.5592532467532468
"51, 59 => 55",0.6580706781279847
"51, 55 => 59",0.893354943273906
"59, 55 => 51",0.7147302904564315
"66 => 79, 53",0.43141505715411904
"53 => 66, 79",0.49268512266486614
"66, 79 => 53",0.5815621679064825
"66, 53 => 79",0.8514196810579542
"79, 53 => 66",0.6428781204111601
"51 => 69, 62",0.621676891615542
"69 => 51, 62",0.4428552509601377
"62 => 51, 69",0.5209534195357532
"51, 69 => 62",0.7831381733021078
"51, 62 => 69",0.8912579957356077
"69, 62 => 51",0.7045933417614834
"4 => 59, 74",0.4511694706606484
"4, 59 => 74",0.601312551271534
"4, 74 => 59",0.8153503893214684
"59, 74 => 4",0.5401621223286662
"81 => 79, 51",0.3053360561129361
"79 => 81, 51",0.3765878230398598
"51 => 81, 79",0.6393381669455289
"81, 79 => 51",0.5094060139238631
"81, 51 => 79",0.8050093632958801
"79, 51 => 81",0.8447555883075412
"54 => 81, 55",0.4322411003236246
"55 => 81, 54",0.43364448051948057
"81, 54 => 55",0.5709324071600321
"81, 55 => 54",0.5559313215400625
"54, 55 => 81",0.8410074773711138
"61 => 81, 62",0.613814317673378
"62 => 61, 81",0.34195357532325904
"61, 62 => 81",0.8504455637349863
"61, 81 => 62",0.7715289982425307
"81, 62 => 61",0.43362307388384036
"53 => 79, 18",0.48120639207742516
"18 => 79, 53",0.4146625290923196
"79, 53 => 18",0.6279001468428781
"79, 18 => 53",0.5828789531079608
"53, 18 => 79",0.8484126984126984
"51 => 69, 33",0.4195947202082172
"33 => 51, 69",0.7351791530944626
"51, 69 => 33",0.5285714285714286
"51, 33 => 69",0.8775272161741836
"69, 33 => 51",0.8680769230769231
"51 => 38, 48",0.37739356757761666
"38 => 51, 48",0.5401809473124002
"51, 38 => 48",0.8248679398618448
"51, 48 => 38",0.5223880597014926
"38, 48 => 51",0.7622981599699586
"4 => 54, 69",0.44829708658186296
"54 => 4, 69",0.4419498381877022
"4, 54 => 69",0.8918367346938775
"4, 69 => 54",0.5828220858895705
"54, 69 => 4",0.638142523364486
"33 => 69, 48",0.6775244299674267
"69, 48 => 33",0.42379788101059496
"69, 33 => 48",0.7999999999999999
"48, 33 => 69",0.8907922912205567
"66 => 59, 48",0.5886874260938115
"59 => 66, 48",0.39784230154501865
"48 => 66, 59",0.36431272106354434
"66, 59 => 48",0.7852260778128286
"66, 48 => 59",0.8331938633193864
"59, 48 => 66",0.6208688422365413
"79 => 62, 47",0.32369689005694263
"62 => 79, 47",0.460507867269045
"47 => 79, 62",0.4377962085308057
"79, 62 => 47",0.6270683071701315
"79, 47 => 62",0.6687782805429864
"62, 47 => 79",0.8179302711676812
"53 => 79, 48",0.5757371145622328
"48 => 79, 53",0.31198926698377855
"79, 53 => 48",0.7512481644640235
"79, 48 => 53",0.4984411535463757
"53, 48 => 79",0.8356746161385169
"73 => 48, 47",0.35392670157068057
"47 => 73, 48",0.3003554502369668
"73, 48 => 47",0.6141732283464567
"73, 47 => 48",0.678714859437751
"48, 47 => 73",0.5017318159327065
"69 => 60, 75",0.33902794331876573
"75 => 60, 69",0.515401650895913
"60, 69 => 75",0.48093180537291
"60, 75 => 69",0.7585185185185186
"69, 75 => 60",0.7962674961119752
"4 => 59, 18",0.5098481739844071
"59 => 4, 18",0.3309802876931273
"18 => 4, 59",0.4819627618308766
"4, 59 => 18",0.6795187312004375
"4, 18 => 59",0.8566011720096518
"59, 18 => 4",0.6804490690032858
"76 => 69, 62",0.49977595220313664
"69 => 76, 62",0.44312011654085554
"62 => 76, 69",0.5212649945474372
"76, 69 => 62",0.7515723270440251
"76, 62 => 69",0.8434585328963953
"69, 62 => 76",0.7050147492625368
"76 => 60, 73",0.32173263629574306
"73 => 76, 60",0.3759162303664921
"76, 60 => 73",0.466738894907909
"76, 73 => 60",0.7776173285198555
"60, 73 => 76",0.5953565505804311
"81 => 76, 79",0.3581638994939181
"76 => 81, 79",0.602539208364451
"79 => 81, 76",0.44174332019272883
"81, 76 => 79",0.7748751440645409
"81, 79 => 76",0.5975411050214783
"76, 79 => 81",0.8457023060796646
"4 => 79, 75",0.42860073861304887
"75 => 4, 79",0.42057580028186026
"4, 79 => 75",0.5721720076691318
"4, 75 => 79",0.8625103220478944
"79, 75 => 4",0.5922880635100652
"36 => 69, 62",0.6547344110854504
"69 => 36, 62",0.300357568533969
"62 => 36, 69",0.3533260632497274
"36, 69 => 62",0.8283418553688824
"36, 62 => 69",0.8756756756756756
"69, 62 => 36",0.4778761061946903
"69 => 62, 18",0.38802807575155607
"62 => 69, 18",0.45645739211715214
"18 => 69, 62",0.5682699767261442
"69, 62 => 18",0.6173619890434049
"69, 18 => 62",0.7830037413148049
"62, 18 => 69",0.8668639053254437
"76 => 55, 63",0.3176997759522031
"55 => 76, 63",0.4316152597402597
"63 => 76, 55",0.3367637745408486
"76, 55 => 63",0.6630299251870324
"76, 63 => 55",0.5872446162341247
"55, 63 => 76",0.7489436619718309
"4 => 66, 59",0.5227739023389414
"59 => 4, 66",0.33937133724027707
"66 => 4, 59",0.502167914860071
"4, 59 => 66",0.6967459666393219
"4, 66 => 59",0.869031377899045
"66, 59 => 4",0.6698212407991588
"73 => 81, 74",0.44607329842931936
"81, 73 => 74",0.6628630705394192
"81, 74 => 73",0.47722180731889474
"73, 74 => 81",0.7319587628865979
"4 => 62, 18",0.48173984407057857
"62 => 4, 18",0.36578906371708986
"18 => 4, 62",0.45539177657098523
"4, 62 => 18",0.6916053019145803
"4, 18 => 62",0.8093760772147535
"62, 18 => 4",0.6946745562130177
"59 => 62, 74",0.37000532765050614
"62 => 59, 74",0.43277769122916343
"74 => 59, 62",0.32178848604193216
"59, 62 => 74",0.5969058874086808
"59, 74 => 62",0.6823876197494473
"62, 74 => 59",0.7928082191780822
"60 => 81, 76",0.4232019064124783
"81 => 76, 60",0.3468880404865488
"76 => 81, 60",0.5835698282300223
"81, 60 => 76",0.5842679826529086
"76, 60 => 81",0.8465872156013
"81, 76 => 60",0.7504802151363811
"48 => 81, 47",0.37748505915355535
"47 => 81, 48",0.458382701421801
"81, 48 => 47",0.5644720043771658
"81, 47 => 48",0.6589312327017246
"48, 47 => 81",0.7657100445324097
"51 => 69, 38",0.420152444692322
"38 => 51, 69",0.6013837147418839
"51, 69 => 38",0.5292740046838408
"51, 38 => 69",0.9183258837870784
"69, 38 => 51",0.7624831309041835
"51 => 81, 47",0.4935861684327942
"47 => 81, 51",0.3932168246445497
"81, 51 => 47",0.6214887640449437
"81, 47 => 51",0.5652544177134341
"51, 47 => 81",0.8224907063197026
"59 => 38, 62",0.3251198721363879
"38 => 59, 62",0.6495476317189994
"62 => 59, 38",0.3802773017603988
"59, 38 => 62",0.8333902355752818
"59, 62 => 38",0.5244950580146112
"38, 62 => 59",0.8752240946575833
"4 => 60, 53",0.42511284366023805
"53 => 4, 60",0.46635156425838403
"4, 60 => 53",0.5979797979797981
"4, 53 => 60",0.818002368732728
"60, 53 => 4",0.6227832882476705
"69 => 74, 48",0.385644285525096
"48 => 69, 74",0.35516526405659227
"74 => 69, 48",0.33731032086180934
"69, 48 => 74",0.5933170334148329
"69, 74 => 48",0.6918507959135186
"74, 48 => 69",0.6882533679981091
"81 => 60, 63",0.32771020154488145
"60 => 81, 63",0.3998050259965338
"63 => 81, 60",0.5843888537048765
"81, 60 => 63",0.5519665021683864
"81, 63 => 60",0.7389389389389389
"60, 63 => 81",0.8481158088235294
"79 => 53, 69",0.3217257993867718
"53 => 79, 69",0.6612649110961063
"69 => 79, 53",0.38908753807442725
"79, 53 => 69",0.8628487518355361
"79, 69 => 53",0.536131386861314
"53, 69 => 79",0.8280721533258174
"75 => 60, 48",0.47473323937990736
"60, 48 => 75",0.46916036609629924
"60, 75 => 48",0.6986666666666667
