Itemset,Support
"4, 79",0.18055982774530913
"18, 51",0.13411258074438634
"66, 55",0.196554906182713
"53, 59",0.1947093202091664
"51, 13",0.10119963088280529
"62, 60",0.23254383266687173
"36, 60",0.18701937865272225
"74, 69",0.14395570593663487
"33, 60",0.11811750230698247
"48, 58",0.19132574592433096
"41, 55",0.11842509996924024
"41, 48",0.1670255306059674
"47, 51",0.2568440479852353
"53, 76",0.17379267917563826
"4, 69",0.18148262073208243
"48, 82",0.14980006151953246
"81, 59",0.26945555213780376
"81, 61",0.14918486619501692
"84, 76",0.15995078437403876
"66, 61",0.16671793294370962
"33, 79",0.13011381113503537
"57, 62",0.13841894801599508
"66, 47",0.24976930175330667
"59, 38",0.21131959397108582
"58, 76",0.15226084281759458
"48, 61",0.18609658566594894
"9, 59",0.1298062134727776
"63, 36",0.14580129191018149
"67, 59",0.11534912334666257
"55, 59",0.2402337742233159
"63, 61",0.11811750230698247
"13, 79",0.10366041218086743
"66, 13",0.10027683789603199
"62, 47",0.25899723162103966
"40, 51",0.10612119347892957
"48, 60",0.337742233159028
"21, 69",0.14149492463857274
"62, 40",0.10981236542602277
"66, 60",0.22300830513688097
"66, 18",0.13534297139341742
"54, 57",0.13964933866502616
"63, 58",0.11657951399569363
"81, 60",0.2872962165487542
"47, 70",0.16087357736081206
"4, 47",0.18701937865272225
"81, 74",0.13503537373115965
"63, 75",0.17225469086434944
"51, 69",0.24146416487234698
"40, 79",0.11196554906182712
"54, 63",0.18148262073208243
"66, 5",0.10181482620732082
"63, 84",0.1467240848969548
"18, 55",0.12426945555213781
"62, 9",0.1205782836050446
"63, 53",0.12734543217471547
"81, 9",0.11750230698246693
"57, 4",0.11534912334666257
"62, 5",0.10273761919409412
"57, 36",0.1215010765918179
"66, 53",0.16548754229467855
"69, 82",0.1270378345124577
"81, 41",0.1393417410027684
"61, 59",0.16825592125499847
"53, 38",0.13995693632728393
"54, 62",0.21777914487849892
"62, 75",0.17502306982466934
"4, 61",0.11842509996924024
"58, 69",0.15933558904952322
"79, 69",0.27130113811135037
"54, 9",0.11381113503537373
"18, 48",0.16671793294370962
"18, 47",0.15287603814211012
"63, 38",0.1568748077514611
"60, 59",0.29098738849584743
"36, 59",0.20855121501076593
"57, 55",0.1316517994463242
"55, 76",0.20701322669947708
"67, 76",0.11104275607505383
"57, 38",0.12180867425407567
"56, 47",0.12027068594278684
"59, 58",0.1790218394340203
"48, 69",0.3091356505690557
"36, 74",0.10519840049215626
"62, 74",0.12519224853891112
"34, 48",0.10519840049215626
"48, 47",0.39218701937865275
"59, 84",0.15379883112888343
"81, 76",0.2645339895416795
"66, 70",0.12765302983697324
"36, 62",0.18886496462626884
"66, 40",0.10981236542602277
"18, 60",0.13257459243309752
"36, 9",0.10366041218086743
"63, 59",0.2125499846201169
"59, 75",0.2030144570901261
"54, 59",0.27222393109812365
"61, 51",0.15133804983082128
"59, 69",0.28545063057520764
"9, 76",0.11842509996924024
"74, 38",0.10642879114118732
"66, 36",0.2263918794217164
"54, 74",0.13841894801599508
"40, 48",0.12396185788988004
"81, 36",0.18394340203014456
"66, 4",0.16671793294370962
"74, 60",0.1467240848969548
"58, 75",0.1113503537373116
"4, 55",0.1482620732082436
"57, 81",0.1344201784066441
"63, 60",0.2254690864349431
"81, 58",0.14887726853275915
"4, 38",0.14764687788372807
"53, 60",0.17379267917563826
"38, 75",0.15595201476468779
"76, 5",0.10427560750538296
"40, 69",0.11657951399569363
"18, 53",0.10704398646570286
"41, 47",0.1494924638572747
"63, 79",0.25007689941556444
"66, 54",0.2143955705936635
"62, 41",0.13872654567825285
"54, 81",0.22946785604429407
"21, 4",0.11442633035988926
"66, 33",0.127960627499231
"61, 79",0.16487234697016304
"57, 60",0.13503537373115965
"66, 79",0.2393109812365426
"9, 38",0.1058135958166718
"81, 51",0.21285758228237464
"53, 48",0.20916641033528144
"66, 82",0.11719470932020917
"53, 75",0.12519224853891112
"79, 82",0.13688095970470623
"62, 55",0.20116887111657952
"41, 79",0.14918486619501692
"79, 73",0.10089203322054753
"66, 58",0.14272531528760382
"57, 79",0.15072285450630576
"58, 79",0.16764072593048293
"55, 74",0.11811750230698247
"4, 76",0.17225469086434944
"48, 74",0.17994463242079362
"38, 82",0.10427560750538296
"84, 69",0.1307290064595509
"53, 51",0.1697939095662873
"47, 76",0.29437096278068287
"66, 62",0.2199323285143033
"40, 60",0.10243002153183636
"61, 76",0.150415256844048
"60, 82",0.12857582282374655
"81, 62",0.23100584435558288
"21, 55",0.12180867425407567
"54, 58",0.15441402645339897
"62, 51",0.2153183635804368
"33, 59",0.14118732697631498
"81, 40",0.10427560750538296
"36, 48",0.23131344201784065
"36, 4",0.14487849892340818
"62, 48",0.28052906797908334
"56, 79",0.1058135958166718
"66, 81",0.2143955705936635
"18, 59",0.14980006151953246
"47, 60",0.3054444786219625
"5, 69",0.10735158412796063
"74, 47",0.168871116579514
"4, 58",0.11011996308828052
"59, 82",0.1334973854198708
"63, 21",0.1021224238695786
"41, 61",0.10458320516764072
"81, 38",0.19255613657336204
"60, 69",0.2513072900645955
"36, 58",0.12211627191633344
"53, 70",0.10642879114118732
"59, 79",0.3180559827745309
"54, 51",0.22423869578591202
"54, 69",0.2393109812365426
"9, 79",0.12949861581051983
"61, 38",0.13226699477083975
"33, 38",0.11011996308828052
"48, 59",0.34943094432482313
"74, 51",0.127960627499231
"55, 61",0.13534297139341742
"21, 79",0.14057213165179944
"54, 48",0.30175330667486927
"54, 4",0.16548754229467855
"84, 75",0.14580129191018149
"66, 41",0.13318978775761303
"55, 60",0.20701322669947708
"67, 60",0.10735158412796063
"63, 4",0.13841894801599508
"47, 75",0.2088588126730237
"59, 51",0.2568440479852353
"54, 21",0.12580744386342663
"81, 47",0.2820670562903722
"56, 48",0.13103660412180868
"47, 69",0.2931405721316518
"62, 76",0.23223623500461396
"66, 59",0.24915410642879113
"36, 51",0.18671178099046448
"55, 70",0.12488465087665333
"36, 69",0.19963088280529068
"63, 76",0.21070439864657028
"9, 47",0.12673023685019993
"55, 47",0.24853891110427562
"67, 47",0.11904029529375577
"4, 9",0.10458320516764072
"57, 51",0.14918486619501692
"62, 4",0.1707167025530606
"61, 75",0.1168871116579514
"66, 76",0.21777914487849892
"76, 79",0.2977545370655183
"74, 79",0.16118117502306983
"36, 21",0.11657951399569363
"57, 48",0.17040910489080283
"41, 4",0.11288834204860043
"48, 73",0.12273146724084896
"81, 48",0.32482313134420177
"38, 69",0.19593971085819747
"61, 58",0.1021224238695786
"36, 70",0.11042756075053829
"41, 59",0.150415256844048
"62, 70",0.1316517994463242
"53, 79",0.18425099969240233
"40, 47",0.11104275607505383
"18, 76",0.13472777606890188
"60, 76",0.27376191940941247
"57, 75",0.10273761919409412
"66, 48",0.27499231005844355
"61, 60",0.14918486619501692
"63, 48",0.25469086434943095
"57, 47",0.16087357736081206
"53, 69",0.18701937865272225
"54, 70",0.1334973854198708
"81, 84",0.1827130113811135
"59, 76",0.278375884343279
"63, 51",0.1716394955398339
"66, 84",0.12549984620116886
"74, 75",0.10612119347892957
"63, 81",0.22669947708397417
"60, 58",0.16179637034758537
"54, 82",0.11719470932020917
"41, 76",0.13995693632728393
"57, 76",0.14026453398954167
"47, 33",0.13472777606890188
"53, 55",0.15656721008920332
"63, 62",0.1854813903414334
"4, 33",0.10796677945247617
"36, 75",0.13780375269147954
"36, 47",0.2079360196862504
"18, 4",0.1159643186711781
"51, 79",0.2402337742233159
"60, 84",0.17225469086434944
"63, 55",0.15441402645339897
"56, 59",0.11534912334666257
"59, 13",0.10919717010150723
"33, 69",0.13565056905567519
"81, 55",0.1919409412488465
"81, 67",0.10304521685635189
"74, 59",0.1584127960627499
"75, 69",0.17502306982466934
"66, 38",0.18701937865272225
"62, 82",0.12488465087665333
"18, 69",0.14272531528760382
"63, 41",0.10058443555828976
"36, 82",0.1021224238695786
"47, 79",0.3383574284835435
"13, 69",0.10919717010150723
"18, 36",0.1168871116579514
"18, 62",0.12919101814826206
"55, 38",0.16487234697016304
"76, 51",0.2245462934481698
"53, 47",0.19717010150722855
"54, 75",0.17010150722854506
"66, 21",0.1316517994463242
"54, 47",0.2817594586281144
"9, 60",0.11442633035988926
"75, 79",0.22608428175945863
"55, 58",0.13626576438019072
"61, 69",0.1651799446324208
"57, 53",0.1178099046447247
"4, 51",0.16948631190402952
"18, 79",0.14518609658566595
"47, 5",0.109504767763765
"48, 70",0.1642571516456475
"41, 75",0.11011996308828052
"48, 79",0.3681944017225469
"84, 38",0.1159643186711781
"60, 75",0.20855121501076593
"54, 18",0.13195939710858198
"47, 38",0.2079360196862504
"69, 73",0.10027683789603199
"63, 18",0.10304521685635189
"55, 84",0.1076591817902184
"51, 70",0.12919101814826206
"69, 70",0.14272531528760382
"21, 51",0.1334973854198708
"36, 53",0.14211011996308828
"62, 59",0.25745924330975084
"55, 51",0.19809289449400186
"67, 51",0.10489080282989849
"81, 33",0.11442633035988926
"55, 69",0.21747154721624115
"33, 76",0.12457705321439556
"67, 69",0.10796677945247617
"21, 47",0.14549369424792372
"36, 41",0.11565672100892033
"63, 74",0.10427560750538296
"81, 75",0.2162411565672101
"40, 59",0.1150415256844048
"9, 55",0.10335281451860966
"74, 76",0.13903414334051062
"79, 70",0.14610888957243925
"55, 33",0.1150415256844048
"81, 69",0.2337742233159028
"4, 59",0.1919409412488465
"60, 38",0.19378652722239312
"36, 38",0.16241156567210088
"54, 53",0.1697939095662873
"48, 75",0.23992617656105814
"62, 38",0.1882497693017533
"84, 51",0.11565672100892033
"60, 79",0.3297446939403261
"60, 70",0.13565056905567519
"47, 73",0.1058135958166718
"57, 59",0.16302676099661642
"48, 13",0.1131959397108582
"54, 41",0.13380498308212857
"41, 60",0.13749615502922177
"54, 36",0.17840664410950477
"58, 51",0.14856967087050138
"61, 47",0.1651799446324208
"48, 33",0.14641648723469702
"21, 76",0.1316517994463242
"66, 51",0.2168563518917256
"62, 53",0.1670255306059674
"54, 38",0.17748385112273146
"55, 75",0.1436481082743771
"81, 70",0.127960627499231
"62, 84",0.13257459243309752
"33, 51",0.13749615502922177
"48, 51",0.2786834820055368
"47, 13",0.10335281451860966
"62, 58",0.14395570593663487
"21, 53",0.10704398646570286
"4, 48",0.2094740079975392
"48, 84",0.1910181482620732
"76, 69",0.24454014149492465
"47, 84",0.1577976007382344
"4, 53",0.13318978775761303
"63, 47",0.21900953552753
"4, 75",0.13472777606890188
"36, 33",0.11288834204860043
"18, 38",0.1122731467240849
"54, 84",0.127960627499231
"62, 33",0.12365426022762227
"66, 57",0.1393417410027684
"62, 61",0.1568748077514611
"81, 4",0.16364195632113196
"55, 82",0.10489080282989849
"21, 60",0.1270378345124577
"57, 63",0.10427560750538296
"21, 38",0.11288834204860043
"59, 5",0.11350353737311597
"34, 59",0.10089203322054753
"55, 79",0.2217779144878499
"67, 79",0.11534912334666257
"53, 61",0.12119347892956013
"53, 33",0.10027683789603199
"76, 82",0.12580744386342663
"48, 38",0.22762227007074745
"81, 82",0.1307290064595509
"41, 69",0.1473392802214703
"41, 51",0.1344201784066441
"57, 69",0.15595201476468779
"54, 55",0.1977852968317441
"54, 33",0.12457705321439556
"81, 79",0.3094432482313134
"36, 84",0.10181482620732082
"54, 61",0.14549369424792372
"66, 74",0.12027068594278684
"66, 75",0.16487234697016304
"38, 51",0.178099046447247
"48, 76",0.32020916641033526
"62, 21",0.13226699477083975
"53, 58",0.11442633035988926
"48, 5",0.12242386957859121
"59, 70",0.1568748077514611
"54, 76",0.23777299292525378
"18, 81",0.1298062134727776
"21, 59",0.14610888957243925
"75, 76",0.20362965241464165
"4, 70",0.10366041218086743
"47, 59",0.33620424484773914
"5, 79",0.10304521685635189
"41, 48, 75",0.10273761919409412
"81, 55, 75",0.11657951399569363
"55, 33, 79",0.10150722854506306
"75, 59, 58",0.1058135958166718
"81, 51, 79",0.18578898800369117
"66, 38, 79",0.1633343586588742
"54, 59, 75",0.1519532451553368
"55, 61, 38",0.10119963088280529
"66, 62, 51",0.17656105813595815
"18, 48, 53",0.10243002153183636
"66, 54, 70",0.10458320516764072
"66, 9, 51",0.10027683789603199
"54, 63, 60",0.1494924638572747
"47, 33, 60",0.10735158412796063
"66, 9, 69",0.10919717010150723
"54, 48, 47",0.2531528760381421
"66, 81, 84",0.10427560750538296
"62, 70, 79",0.11627191633343587
"41, 55, 59",0.11073515841279606
"63, 60, 58",0.10089203322054753
"33, 55, 51",0.10673638880344509
"36, 38, 76",0.13657336204244847
"4, 55, 79",0.12888342048600432
"55, 47, 70",0.11473392802214703
"54, 4, 69",0.1467240848969548
"66, 55, 59",0.17932943709627808
"63, 59, 76",0.1670255306059674
"58, 51, 79",0.1270378345124577
"79, 41, 69",0.127960627499231
"62, 33, 51",0.1141187326976315
"54, 60, 79",0.21562596124269456
"48, 60, 82",0.11996308828052907
"21, 48, 55",0.11534912334666257
"66, 53, 79",0.14426330359889264
"41, 59, 76",0.12549984620116886
"36, 54, 59",0.16579513995693632
"74, 59, 69",0.12826822516148878
"47, 48, 9",0.12119347892956013
"60, 51, 69",0.18763457397723776
"36, 62, 60",0.14918486619501692
"66, 48, 76",0.2094740079975392
"57, 60, 76",0.11534912334666257
"66, 36, 70",0.10550599815441403
"21, 47, 76",0.11534912334666257
"62, 48, 47",0.2393109812365426
"36, 62, 75",0.1168871116579514
"55, 60, 38",0.13226699477083975
"36, 48, 9",0.10089203322054753
"61, 47, 76",0.13195939710858198
"53, 61, 51",0.10642879114118732
"75, 36, 51",0.11350353737311597
"81, 58, 76",0.11842509996924024
"54, 48, 82",0.11073515841279606
"62, 4, 69",0.15287603814211012
"81, 74, 79",0.11442633035988926
"63, 75, 79",0.15256844047985235
"75, 55, 76",0.12519224853891112
"21, 48, 4",0.10888957243924946
"81, 53, 60",0.13749615502922177
"66, 76, 69",0.18732697631498
"47, 84, 79",0.13380498308212857
"66, 54, 75",0.1270378345124577
"47, 60, 69",0.22331590279913874
"81, 84, 76",0.13226699477083975
"57, 47, 76",0.12826822516148878
"57, 53, 51",0.10550599815441403
"53, 55, 38",0.11011996308828052
"60, 76, 70",0.1168871116579514
"54, 36, 60",0.1418025223008305
"60, 58, 76",0.12857582282374655
"62, 76, 51",0.17748385112273146
"79, 59, 82",0.1196554906182713
"62, 53, 47",0.1494924638572747
"81, 36, 69",0.15349123346662566
"48, 70, 69",0.13626576438019072
"66, 4, 51",0.1445709012611504
"79, 48, 69",0.2553060596739465
"36, 21, 59",0.10519840049215626
"4, 60, 79",0.14703168255921256
"79, 21, 69",0.1205782836050446
"66, 18, 54",0.109504767763765
"54, 84, 76",0.1021224238695786
"62, 33, 76",0.10612119347892957
"54, 57, 38",0.10273761919409412
"4, 61, 79",0.10427560750538296
"36, 38, 51",0.13595816671793295
"57, 48, 69",0.14918486619501692
"66, 75, 69",0.14026453398954167
"54, 47, 63",0.15502922177791448
"40, 48, 79",0.10827437711473392
"33, 76, 51",0.11442633035988926
"62, 47, 38",0.16271916333435865
"66, 74, 47",0.10458320516764072
"9, 76, 79",0.1076591817902184
"81, 9, 79",0.10827437711473392
"81, 47, 79",0.23223623500461396
"54, 4, 53",0.11381113503537373
"66, 38, 76",0.15533681944017225
"63, 48, 84",0.12365426022762227
"66, 81, 38",0.1519532451553368
"4, 55, 51",0.12765302983697324
"54, 60, 51",0.17317748385112272
"40, 47, 59",0.1021224238695786
"40, 59, 48",0.11104275607505383
"81, 47, 60",0.21870193786527223
"66, 51, 69",0.19347892956013535
"36, 62, 21",0.10119963088280529
"36, 48, 76",0.17932943709627808
"18, 81, 47",0.11196554906182712
"66, 48, 59",0.2365426022762227
"66, 81, 62",0.17286988618886495
"48, 55, 53",0.1494924638572747
"57, 36, 66",0.1150415256844048
"55, 47, 38",0.14610888957243925
"4, 47, 53",0.11750230698246693
"51, 4, 76",0.1436481082743771
"81, 4, 76",0.13780375269147954
"54, 81, 79",0.19870808981851737
"54, 51, 79",0.18948015995078438
"66, 60, 58",0.11934789295601353
"62, 48, 33",0.12027068594278684
"36, 76, 69",0.15995078437403876
"81, 62, 51",0.16948631190402952
"36, 4, 53",0.10089203322054753
"21, 55, 51",0.1058135958166718
"62, 48, 55",0.19040295293755768
"18, 59, 38",0.10612119347892957
"66, 51, 70",0.10673638880344509
"57, 48, 38",0.11750230698246693
"57, 47, 38",0.10888957243924946
"66, 70, 69",0.11627191633343587
"57, 81, 79",0.11934789295601353
"66, 47, 61",0.14149492463857274
"66, 48, 61",0.1577976007382344
"36, 47, 58",0.109504767763765
"36, 62, 33",0.10027683789603199
"62, 76, 70",0.1141187326976315
"57, 55, 51",0.1150415256844048
"47, 51, 82",0.10027683789603199
"36, 51, 79",0.15718240541371886
"66, 76, 75",0.13995693632728393
"51, 38, 76",0.15226084281759458
"53, 47, 38",0.12426945555213781
"57, 81, 48",0.12857582282374655
"66, 57, 60",0.1113503537373116
"48, 60, 75",0.18609658566594894
"62, 58, 51",0.118732697631498
"36, 58, 51",0.1039680098431252
"62, 51, 82",0.10089203322054753
"66, 41, 59",0.12119347892956013
"36, 66, 55",0.15933558904952322
"57, 53, 48",0.11473392802214703
"48, 58, 53",0.10981236542602277
"54, 60, 76",0.18763457397723776
"62, 9, 79",0.10919717010150723
"62, 55, 79",0.168871116579514
"81, 41, 51",0.10827437711473392
"47, 33, 69",0.12180867425407567
"48, 75, 79",0.20086127345432175
"66, 62, 61",0.13688095970470623
"53, 55, 69",0.1418025223008305
"66, 62, 38",0.15902799138726545
"63, 38, 69",0.12580744386342663
"66, 53, 59",0.1510304521685635
"18, 48, 76",0.12826822516148878
"66, 55, 38",0.13903414334051062
"81, 38, 75",0.1334973854198708
"54, 62, 33",0.1039680098431252
"54, 76, 70",0.11473392802214703
"54, 55, 63",0.11904029529375577
"55, 58, 51",0.10827437711473392
"41, 55, 69",0.10796677945247617
"36, 60, 38",0.13380498308212857
"66, 55, 79",0.1651799446324208
"81, 61, 69",0.127960627499231
"67, 48, 47",0.10888957243924946
"62, 47, 84",0.10519840049215626
"36, 47, 59",0.18394340203014456
"57, 62, 69",0.12826822516148878
"18, 55, 59",0.11381113503537373
"62, 60, 76",0.18794217163949553
"81, 55, 61",0.1058135958166718
"66, 79, 69",0.20270685942786834
"36, 55, 69",0.14764687788372807
"41, 76, 79",0.12180867425407567
"53, 75, 69",0.11165795139956937
"81, 47, 75",0.16456474930790527
"55, 60, 51",0.1547216241156567
"66, 47, 33",0.1131959397108582
"66, 36, 63",0.13688095970470623
"66, 60, 69",0.18763457397723776
"4, 55, 59",0.13780375269147954
"63, 84, 75",0.10150722854506306
"4, 48, 61",0.1141187326976315
"62, 21, 69",0.1205782836050446
"60, 38, 75",0.13226699477083975
"48, 33, 38",0.10735158412796063
"54, 57, 69",0.1270378345124577
"61, 47, 60",0.13011381113503537
"54, 61, 59",0.13534297139341742
"76, 60, 51",0.1790218394340203
"62, 58, 76",0.11811750230698247
"53, 47, 60",0.15595201476468779
"81, 62, 63",0.1494924638572747
"81, 69, 82",0.1039680098431252
"66, 47, 75",0.14272531528760382
"57, 48, 47",0.15226084281759458
"62, 61, 79",0.13503537373115965
"66, 4, 47",0.14149492463857274
"66, 81, 69",0.1817902183943402
"55, 61, 79",0.1168871116579514
"51, 76, 79",0.19532451553368194
"63, 58, 59",0.10735158412796063
"53, 47, 79",0.16456474930790527
"62, 82, 79",0.11011996308828052
"81, 48, 74",0.1196554906182713
"63, 48, 75",0.15441402645339897
"75, 59, 38",0.13780375269147954
"62, 61, 59",0.14026453398954167
"81, 21, 48",0.12211627191633344
"33, 76, 79",0.11104275607505383
"57, 62, 76",0.11627191633343587
"36, 60, 75",0.1178099046447247
"54, 81, 63",0.14026453398954167
"36, 48, 79",0.19071055059981545
"54, 63, 76",0.14487849892340818
"66, 76, 79",0.18855736696401107
"4, 59, 51",0.15933558904952322
"56, 48, 59",0.10458320516764072
"48, 60, 79",0.2802214703168256
"81, 79, 70",0.1141187326976315
"81, 36, 38",0.13318978775761303
"84, 38, 79",0.10366041218086743
"66, 47, 55",0.17225469086434944
"55, 60, 76",0.16579513995693632
"63, 60, 79",0.1984004921562596
"54, 62, 79",0.18855736696401107
"36, 41, 48",0.1113503537373116
"36, 33, 69",0.10489080282989849
"62, 55, 76",0.16271916333435865
"81, 62, 55",0.15502922177791448
"79, 60, 82",0.11381113503537373
"21, 55, 79",0.1021224238695786
"81, 41, 59",0.11996308828052907
"62, 21, 76",0.11011996308828052
"36, 53, 55",0.1122731467240849
"57, 66, 48",0.13503537373115965
"62, 53, 55",0.13011381113503537
"66, 38, 69",0.16548754229467855
"62, 74, 69",0.10735158412796063
"81, 21, 47",0.10888957243924946
"81, 59, 70",0.11934789295601353
"63, 55, 59",0.14149492463857274
"66, 81, 33",0.10150722854506306
"13, 48, 79",0.10119963088280529
"79, 9, 69",0.1131959397108582
"54, 18, 69",0.11565672100892033
"33, 59, 51",0.12857582282374655
"81, 61, 54",0.1150415256844048
"81, 51, 70",0.10150722854506306
"57, 60, 38",0.10027683789603199
"54, 81, 55",0.14610888957243925
"69, 76, 70",0.12119347892956013
"18, 59, 51",0.12642263918794217
"63, 38, 75",0.1141187326976315
"36, 62, 53",0.12180867425407567
"81, 47, 69",0.20486004306367273
"53, 38, 48",0.1344201784066441
"81, 48, 58",0.1393417410027684
"66, 36, 51",0.17471547216241157
"54, 53, 55",0.12457705321439556
"57, 81, 62",0.1131959397108582
"81, 66, 61",0.12949861581051983
"79, 55, 69",0.18394340203014456
"33, 38, 51",0.10119963088280529
"54, 41, 60",0.10827437711473392
"81, 66, 21",0.10550599815441403
"61, 38, 76",0.1113503537373116
"53, 47, 51",0.15226084281759458
"74, 48, 47",0.14549369424792372
"36, 21, 48",0.11073515841279606
"57, 51, 79",0.12857582282374655
"36, 62, 38",0.13995693632728393
"41, 47, 51",0.11565672100892033
"63, 4, 60",0.11473392802214703
"4, 76, 79",0.1510304521685635
"62, 55, 59",0.1864041833282067
"66, 33, 69",0.118732697631498
"5, 48, 51",0.10058443555828976
"41, 48, 79",0.13749615502922177
"57, 60, 69",0.12242386957859121
"75, 81, 51",0.13534297139341742
"75, 76, 51",0.14057213165179944
"53, 47, 75",0.11288834204860043
"36, 47, 55",0.14918486619501692
"62, 41, 60",0.1113503537373116
"9, 47, 76",0.1039680098431252
"36, 54, 76",0.14795447554598584
"62, 38, 79",0.1642571516456475
"63, 81, 55",0.12180867425407567
"63, 55, 76",0.12488465087665333
"57, 55, 60",0.10458320516764072
"54, 63, 79",0.15749000307597663
"36, 59, 51",0.17194709320209167
"47, 59, 70",0.14426330359889264
"4, 76, 69",0.15072285450630576
"60, 51, 79",0.19224853891110427
"62, 58, 79",0.12273146724084896
"48, 58, 76",0.14549369424792372
"36, 55, 54",0.1298062134727776
"57, 55, 79",0.11381113503537373
"62, 4, 61",0.10519840049215626
"66, 38, 58",0.10027683789603199
"54, 33, 59",0.11842509996924024
"54, 55, 47",0.18025223008305136
"66, 53, 60",0.13657336204244847
"21, 47, 60",0.11104275607505383
"53, 47, 76",0.15656721008920332
"55, 59, 58",0.12734543217471547
"53, 48, 76",0.16579513995693632
"48, 47, 51",0.24238695785912026
"66, 40, 69",0.10243002153183636
"57, 62, 59",0.1307290064595509
"18, 55, 69",0.10827437711473392
"66, 61, 59",0.1473392802214703
"62, 59, 58",0.13503537373115965
"57, 76, 79",0.1233466625653645
"54, 59, 69",0.21777914487849892
"81, 53, 63",0.10642879114118732
"54, 48, 74",0.12180867425407567
"59, 51, 82",0.10704398646570286
"54, 58, 79",0.13103660412180868
"53, 59, 38",0.1307290064595509
"62, 47, 60",0.20055367579206398
"13, 59, 69",0.1039680098431252
"66, 81, 75",0.13903414334051062
"48, 51, 69",0.23100584435558288
"66, 81, 60",0.17594586281144264
"69, 47, 82",0.10796677945247617
"81, 38, 69",0.1541064287911412
"74, 59, 51",0.11534912334666257
"59, 51, 79",0.21931713318978777
"36, 4, 48",0.13841894801599508
"47, 84, 75",0.10366041218086743
"79, 47, 69",0.24054137188557367
"36, 61, 38",0.10089203322054753
"54, 62, 51",0.17502306982466934
"57, 4, 59",0.11042756075053829
"81, 55, 59",0.1771762534604737
"54, 36, 51",0.15226084281759458
"9, 59, 69",0.11627191633343587
"36, 75, 69",0.11750230698246693
"59, 66, 84",0.10796677945247617
"54, 41, 47",0.11627191633343587
"36, 53, 51",0.12426945555213781
"36, 47, 76",0.1633343586588742
"81, 62, 47",0.19224853891110427
"36, 53, 69",0.13103660412180868
"54, 47, 60",0.21224238695785913
"48, 9, 38",0.10243002153183636
"9, 76, 69",0.10550599815441403
"18, 51, 79",0.11842509996924024
"66, 48, 79",0.22577668409720086
"81, 36, 51",0.14641648723469702
"62, 76, 69",0.18886496462626884
"4, 48, 75",0.13134420178406644
"66, 41, 55",0.10119963088280529
"54, 59, 38",0.1679483235927407
"54, 61, 38",0.10550599815441403
"48, 51, 70",0.12396185788988004
"48, 38, 58",0.11442633035988926
"53, 59, 69",0.1707167025530606
"66, 81, 70",0.1021224238695786
"54, 75, 69",0.1344201784066441
"48, 53, 69",0.178099046447247
"55, 75, 79",0.13042140879729314
"66, 53, 38",0.12180867425407567
"62, 55, 69",0.1744078745001538
"54, 53, 51",0.14118732697631498
"54, 47, 76",0.20824361734850816
"59, 58, 76",0.1418025223008305
"4, 47, 38",0.12826822516148878
"63, 51, 79",0.14887726853275915
"36, 61, 60",0.10735158412796063
"53, 59, 48",0.18394340203014456
"59, 76, 82",0.11381113503537373
"55, 74, 79",0.10027683789603199
"36, 4, 38",0.11381113503537373
"48, 5, 69",0.10366041218086743
"66, 48, 51",0.2094740079975392
"54, 53, 59",0.1568748077514611
"47, 51, 70",0.1196554906182713
